,location,size,total_sqft,bath,price,bhk,price_per_sqft
7211,Vittasandra,2,1246.0,2.0,67.5,2,5417.335473515249
7212,Vittasandra,2,1404.0,2.0,70.0,2,4985.754985754986
7213,Vittasandra,2,1246.0,2.0,65.0,2,5216.69341894061
7214,Vittasandra,2,1246.0,2.0,67.4,2,5409.309791332264
7218,Whitefield,3,1610.0,3.0,81.0,3,5031.055900621118
7219,Whitefield,2,1459.0,2.0,94.82,2,6498.971898560658
7224,Whitefield,2,1280.0,2.0,75.0,2,5859.375
7226,Whitefield,3,1910.0,3.0,161.0,3,8429.319371727748
7227,Whitefield,4,3252.0,4.0,230.0,4,7072.570725707257
7228,Whitefield,4,11890.0,4.0,700.0,4,5887.300252312868
7231,Whitefield,2,1150.0,2.0,70.0,2,6086.95652173913
7232,Whitefield,3,1768.0,3.0,101.0,3,5712.669683257918
7234,Whitefield,4,4144.0,4.0,315.0,4,7601.351351351352
7235,Whitefield,4,4104.0,4.0,360.0,4,8771.929824561403
7236,Whitefield,3,1790.0,3.0,100.0,3,5586.592178770949
7237,Whitefield,3,1720.0,3.0,100.0,3,5813.953488372093
7239,Whitefield,3,1640.0,4.0,91.0,3,5548.780487804878
7242,Whitefield,3,2280.0,4.0,126.0,3,5526.315789473684
7246,Whitefield,3,1897.0,3.0,130.0,3,6852.925672113864
7247,Whitefield,3,2225.0,2.0,125.0,3,5617.9775280898875
7248,Whitefield,4,4348.5,2.0,304.0,4,6990.916407956766
7251,Whitefield,4,2268.0,3.0,163.0,4,7186.94885361552
7254,Whitefield,4,2400.0,4.0,200.0,4,8333.333333333334
7256,Whitefield,2,1360.0,2.0,95.0,2,6985.294117647059
7258,Whitefield,3,1697.0,3.0,94.79,3,5585.739540365351
7259,Whitefield,4,5000.0,4.0,400.0,4,8000.0
7260,Whitefield,4,3000.0,5.0,250.0,4,8333.333333333334
7261,Whitefield,3,1700.0,3.0,115.0,3,6764.705882352941
7264,Whitefield,3,2842.0,3.0,162.0,3,5700.2111189303305
7268,Whitefield,3,1500.0,3.0,130.0,3,8666.666666666666
7269,Whitefield,2,1280.0,2.0,75.0,2,5859.375
7271,Whitefield,3,1405.0,2.0,78.0,3,5551.601423487545
7272,Whitefield,3,2225.0,3.0,115.0,3,5168.539325842697
7273,Whitefield,2,1272.0,2.0,95.05,2,7472.4842767295595
7276,Whitefield,2,1192.0,2.0,71.0,2,5956.375838926175
7280,Whitefield,3,1626.0,3.0,89.0,3,5473.554735547355
7281,Whitefield,3,1585.0,3.0,88.0,3,5552.05047318612
7282,Whitefield,1,665.0,2.0,28.585,1,4298.496240601504
7284,Whitefield,2,1280.0,2.0,85.0,2,6640.625
7285,Whitefield,3,1200.0,3.0,68.5,3,5708.333333333333
7286,Whitefield,4,4000.0,4.0,330.0,4,8250.0
7287,Whitefield,3,1697.0,3.0,108.0,3,6364.172068355922
7289,Whitefield,4,3606.0,4.0,312.0,4,8652.246256239601
7290,Whitefield,2,1485.0,2.0,90.0,2,6060.606060606061
7291,Whitefield,1,950.0,1.0,50.0,1,5263.1578947368425
7292,Whitefield,4,3584.0,4.0,199.0,4,5552.455357142857
7293,Whitefield,1,825.0,1.0,45.0,1,5454.545454545455
7296,Whitefield,3,1635.0,2.0,85.0,3,5198.7767584097855
7297,Whitefield,2,1216.0,2.0,79.0,2,6496.710526315789
7303,Whitefield,2,920.0,2.0,63.0,2,6847.826086956522
7305,Whitefield,2,1170.0,2.0,71.0,2,6068.376068376068
7306,Whitefield,2,1118.0,2.0,75.0,2,6708.4078711985685
7307,Whitefield,3,1800.0,3.0,110.0,3,6111.111111111111
7308,Whitefield,3,1562.0,3.0,103.0,3,6594.110115236876
7311,Whitefield,3,2321.0,4.0,128.0,3,5514.864282636794
7312,Whitefield,2,1320.0,2.0,95.0,2,7196.969696969697
7315,Whitefield,3,3010.0,3.0,200.0,3,6644.518272425249
7316,Whitefield,2,1346.0,2.0,96.17,2,7144.873699851411
7317,Whitefield,3,3850.0,5.0,316.0,3,8207.792207792209
7321,Whitefield,4,2500.0,4.0,155.0,4,6200.0
7322,Whitefield,1,905.0,1.0,55.0,1,6077.348066298343
7324,Whitefield,4,2268.0,3.0,146.0,4,6437.389770723104
7327,Whitefield,1,630.5,1.0,32.79,1,5200.634417129262
7328,Whitefield,4,3537.0,5.0,210.0,4,5937.234944868533
7330,Whitefield,3,1697.0,3.0,115.0,3,6776.664702416028
7334,Whitefield,5,3250.0,5.0,290.0,5,8923.076923076924
7338,Whitefield,2,1269.0,2.0,75.0,2,5910.16548463357
7339,Whitefield,5,3227.0,5.0,250.0,5,7747.133560582584
7340,Whitefield,3,1545.0,3.0,79.0,3,5113.26860841424
7343,Whitefield,4,3262.0,4.0,260.0,4,7970.570202329859
7345,Whitefield,2,1132.0,2.0,79.28,2,7003.533568904593
7348,Whitefield,4,2830.0,5.0,160.0,4,5653.7102473498235
7350,Whitefield,2,1195.0,2.0,70.0,2,5857.740585774059
7351,Whitefield,3,3480.0,4.0,284.0,3,8160.919540229885
7354,Whitefield,1,709.0,1.0,34.385,1,4849.788434414669
7356,Whitefield,2,1320.0,2.0,79.5,2,6022.727272727273
7357,Whitefield,2,750.0,2.0,52.7,2,7026.666666666667
7358,Whitefield,3,1200.0,3.0,61.96,3,5163.333333333333
7363,Whitefield,3,2094.0,2.0,113.19,3,5405.444126074499
7365,Whitefield,4,3445.0,5.0,270.0,4,7837.44557329463
7366,Whitefield,3,1700.0,3.0,140.0,3,8235.29411764706
7367,Whitefield,4,4827.0,4.0,400.0,4,8286.720530350114
7368,Whitefield,2,1405.0,2.0,84.5,2,6014.234875444839
7370,Whitefield,4,3252.0,4.0,280.0,4,8610.086100861008
7372,Whitefield,2,1150.0,2.0,90.0,2,7826.086956521739
7373,Whitefield,4,2400.0,4.0,147.0,4,6125.0
7375,Whitefield,1,624.0,1.0,35.0,1,5608.974358974359
7378,Whitefield,3,1700.0,3.0,95.0,3,5588.235294117647
7379,Whitefield,4,4960.0,4.0,400.0,4,8064.5161290322585
7380,Whitefield,4,2928.0,4.0,198.0,4,6762.295081967213
7382,Whitefield,3,2700.0,5.0,175.0,3,6481.481481481482
7383,Whitefield,2,1216.0,2.0,84.0,2,6907.894736842105
7384,Whitefield,4,2882.0,5.0,204.0,4,7078.417765440666
7385,Whitefield,3,1840.0,3.0,140.0,3,7608.695652173913
7386,Whitefield,3,1778.0,3.0,122.0,3,6861.6422947131605
7388,Whitefield,1,650.0,1.0,25.0,1,3846.153846153846
7389,Whitefield,4,2155.0,3.0,125.0,4,5800.46403712297
7390,Whitefield,1,905.0,1.0,52.0,1,5745.85635359116
7395,Whitefield,2,1216.0,2.0,75.0,2,6167.763157894737
7397,Whitefield,2,1255.0,2.0,77.0,2,6135.4581673306775
7398,Whitefield,2,1216.0,2.0,73.0,2,6003.289473684211
7399,Whitefield,1,709.0,1.0,34.735,1,4899.153737658674
7403,Whitefield,3,1745.0,3.0,100.0,3,5730.659025787965
7404,Whitefield,4,3200.0,4.0,224.0,4,7000.0
7406,Whitefield,1,825.0,1.0,44.9,1,5442.424242424242
7410,Whitefield,3,1870.0,3.0,138.0,3,7379.679144385027
7413,Whitefield,3,1862.0,3.0,125.0,3,6713.211600429646
7414,Whitefield,3,1655.0,3.0,113.0,3,6827.794561933535
7415,Whitefield,1,530.0,1.0,29.44,1,5554.7169811320755
7417,Whitefield,1,905.0,1.0,50.0,1,5524.861878453039
7418,Whitefield,3,1600.0,3.0,82.0,3,5125.0
7419,Whitefield,4,1230.0,4.0,80.0,4,6504.065040650406
7421,Whitefield,1,630.5,1.0,32.15,1,5099.127676447264
7422,Whitefield,1,905.0,1.0,52.0,1,5745.85635359116
7426,Whitefield,2,1216.0,2.0,83.0,2,6825.6578947368425
7431,Whitefield,4,4075.0,5.0,226.0,4,5546.01226993865
7432,Whitefield,2,1216.0,2.0,75.0,2,6167.763157894737
7440,Whitefield,4,2856.0,5.0,158.5,4,5549.7198879551825
7443,Whitefield,1,750.0,1.0,51.0,1,6800.0
7446,Whitefield,2,1173.0,2.0,77.0,2,6564.364876385337
7447,Whitefield,3,1200.0,3.0,68.4,3,5700.000000000001
7451,Whitefield,4,3425.0,5.0,250.0,4,7299.270072992701
7456,Whitefield,3,2173.0,3.0,128.0,3,5890.473999079613
7458,Whitefield,1,905.0,1.0,62.0,1,6850.828729281768
7459,Whitefield,3,1870.0,3.0,138.0,3,7379.679144385027
7460,Whitefield,2,1320.0,2.0,99.26,2,7519.69696969697
7461,Whitefield,3,2901.0,4.0,190.0,3,6549.465701482248
7462,Whitefield,2,1485.0,2.0,96.51,2,6498.989898989899
7463,Whitefield,3,1755.0,3.0,101.0,3,5754.985754985755
7465,Whitefield,3,2225.0,3.0,149.0,3,6696.6292134831465
7466,Whitefield,2,1250.0,2.0,82.0,2,6560.0
7468,Whitefield,1,605.0,1.0,40.0,1,6611.570247933884
7471,Whitefield,3,2210.0,3.0,156.0,3,7058.823529411765
7472,Whitefield,2,1173.0,2.0,78.2,2,6666.666666666667
7473,Whitefield,3,1740.0,4.0,130.0,3,7471.264367816092
7474,Whitefield,2,1216.0,2.0,75.0,2,6167.763157894737
7476,Whitefield,3,1655.0,3.0,120.0,3,7250.755287009063
7477,Whitefield,4,4003.0,6.0,300.0,4,7494.379215588308
7479,Whitefield,2,1180.0,2.0,70.0,2,5932.203389830508
7481,Whitefield,3,2023.0,4.0,130.0,3,6426.099851705388
7482,Whitefield,3,2134.0,4.0,118.0,3,5529.522024367385
7485,Whitefield,1,905.0,1.0,60.0,1,6629.834254143647
7491,Whitefield,3,1452.0,3.0,90.0,3,6198.347107438017
7492,Whitefield,4,2850.0,5.0,240.0,4,8421.052631578947
7495,Whitefield,4,2830.0,5.0,190.0,4,6713.780918727915
7496,Whitefield,2,1295.0,2.0,78.5,2,6061.776061776061
7497,Whitefield,1,840.0,1.0,57.6,1,6857.142857142857
7498,Whitefield,1,640.0,1.0,19.83,1,3098.4374999999995
7499,Whitefield,3,1991.0,3.0,104.0,3,5223.505775991964
7503,Whitefield,3,1655.0,3.0,97.0,3,5861.027190332326
7504,Whitefield,3,1850.0,3.0,150.0,3,8108.108108108108
7505,Whitefield,3,1200.0,3.0,67.77,3,5647.5
7506,Whitefield,2,1290.0,2.0,90.0,2,6976.7441860465115
7509,Whitefield,2,1216.0,2.0,75.0,2,6167.763157894737
7510,Whitefield,2,1356.0,2.0,94.84,2,6994.100294985251
7511,Whitefield,2,1338.0,2.0,103.0,2,7698.056801195815
7514,Whitefield,3,3450.0,4.0,208.0,3,6028.985507246377
7518,Whitefield,2,1267.0,2.0,90.33,2,7129.439621152328
7519,Whitefield,4,2400.0,4.0,143.0,4,5958.333333333333
7520,Whitefield,3,1836.0,3.0,125.0,3,6808.278867102396
7522,Whitefield,3,3596.0,3.0,200.0,3,5561.735261401557
7523,Whitefield,3,1275.0,2.0,65.0,3,5098.0392156862745
7526,Whitefield,2,1216.0,2.0,82.0,2,6743.421052631579
7527,Whitefield,2,1495.0,3.0,88.0,2,5886.28762541806
7528,Whitefield,3,1564.0,3.0,103.0,3,6585.677749360614
7529,Whitefield,3,1585.0,3.0,84.0,3,5299.6845425867505
7532,Whitefield,3,1558.0,3.0,90.0,3,5776.636713735558
7533,Whitefield,2,1216.0,2.0,75.0,2,6167.763157894737
7535,Whitefield,3,1704.0,3.0,120.0,3,7042.2535211267605
7537,Whitefield,2,1256.0,2.0,73.0,2,5812.101910828025
7540,Whitefield,2,1300.0,2.0,78.0,2,6000.0
7541,Whitefield,3,1570.0,3.0,88.0,3,5605.095541401274
7542,Whitefield,2,1216.0,2.0,84.03,2,6910.361842105263
7544,Whitefield,2,1216.0,2.0,72.5,2,5962.171052631579
7546,Whitefield,3,2025.0,4.0,115.0,3,5679.0123456790125
7547,Whitefield,3,1346.0,2.0,100.0,3,7429.420505200595
7551,Whitefield,4,2990.0,3.0,198.0,4,6622.0735785953175
7554,Whitefield,3,1720.0,3.0,98.97,3,5754.069767441861
7555,Whitefield,3,1600.0,3.0,95.0,3,5937.5
7556,Whitefield,3,1655.0,3.0,108.0,3,6525.679758308157
7557,Whitefield,3,1740.0,3.0,95.0,3,5459.770114942528
7559,Whitefield,2,1350.0,2.0,88.0,2,6518.518518518518
7561,Whitefield,2,1216.0,2.0,80.0,2,6578.9473684210525
7562,Whitefield,4,2900.0,4.0,225.0,4,7758.620689655172
7563,Whitefield,2,1340.0,2.0,101.0,2,7537.313432835821
7565,Whitefield,3,1500.0,3.0,78.57,3,5237.999999999999
7566,Whitefield,3,1626.0,3.0,85.0,3,5227.552275522755
7568,Whitefield,2,1100.0,2.0,65.0,2,5909.090909090909
7570,Whitefield,3,1270.0,2.0,65.0,3,5118.110236220473
7571,Whitefield,3,3117.0,3.0,261.0,3,8373.435996150145
7572,Whitefield,2,1216.0,2.0,73.0,2,6003.289473684211
7574,Whitefield,3,3150.0,3.0,290.0,3,9206.349206349207
7576,Whitefield,4,2956.0,5.0,234.0,4,7916.102841677944
7580,Whitefield,3,2247.0,3.0,145.0,3,6453.048509123276
7581,Whitefield,4,3940.0,5.0,265.0,4,6725.888324873096
7583,Whitefield,2,1160.0,2.0,67.0,2,5775.862068965517
7585,Whitefield,2,1180.0,2.0,77.0,2,6525.423728813559
7586,Whitefield,3,2140.0,3.0,139.0,3,6495.327102803738
7587,Whitefield,2,1314.0,2.0,84.0,2,6392.6940639269405
7594,Whitefield,3,1431.0,3.0,85.0,3,5939.902166317261
7595,Whitefield,1,524.0,1.0,29.0,1,5534.3511450381675
7596,Whitefield,4,2830.0,4.0,161.0,4,5689.04593639576
7597,Whitefield,4,2135.0,3.0,149.0,4,6978.922716627635
7599,Whitefield,4,3075.0,2.0,188.0,4,6113.821138211382
7600,Whitefield,3,1760.0,3.0,160.0,3,9090.90909090909
7601,Whitefield,3,1655.0,3.0,110.0,3,6646.525679758308
7602,Whitefield,1,840.0,1.0,57.0,1,6785.714285714285
7603,Whitefield,3,1725.0,3.0,106.0,3,6144.927536231884
7606,Whitefield,1,516.0,1.0,39.0,1,7558.139534883721
7608,Whitefield,4,6000.0,4.0,410.0,4,6833.333333333333
7609,Whitefield,3,1639.0,3.0,107.0,3,6528.370957901159
7610,Whitefield,3,1820.0,3.0,113.0,3,6208.791208791209
7612,Whitefield,4,3565.0,4.0,218.0,4,6115.007012622721
7613,Whitefield,4,3410.0,5.0,253.0,4,7419.354838709677
7616,Whitefield,4,4500.0,4.0,330.0,4,7333.333333333333
7617,Whitefield,2,1250.0,2.0,85.0,2,6800.0
7619,Whitefield,2,1277.0,2.0,77.0,2,6029.757243539546
7620,Whitefield,3,1820.0,3.0,140.0,3,7692.307692307692
7621,Whitefield,4,3453.0,4.0,247.0,4,7153.200115841298
7627,Whitefield,3,2280.0,4.0,125.0,3,5482.456140350877
7628,Whitefield,4,2882.0,5.0,200.0,4,6939.625260235947
7630,Whitefield,3,1639.5,3.0,92.63,3,5649.893260140287
7633,Whitefield,2,1190.0,2.0,70.0,2,5882.35294117647
7635,Whitefield,2,1270.0,2.0,94.0,2,7401.574803149606
7636,Whitefield,2,1220.0,2.0,89.0,2,7295.081967213115
7639,Whitefield,3,3758.0,3.0,300.0,3,7982.969664715274
7644,Whitefield,2,1216.0,2.0,72.0,2,5921.0526315789475
7646,Whitefield,4,5400.0,5.0,475.0,4,8796.296296296296
7647,Whitefield,3,1396.0,3.0,74.0,3,5300.859598853868
7656,Whitefield,3,1615.0,3.0,96.9,3,6000.0
7662,Whitefield,2,1200.0,2.0,70.0,2,5833.333333333333
7665,Whitefield,2,1216.0,2.0,75.0,2,6167.763157894737
7667,Whitefield,3,2321.0,4.0,157.0,3,6764.325721671693
7668,Whitefield,2,1224.0,2.0,75.0,2,6127.450980392156
7669,Whitefield,3,1655.0,3.0,113.0,3,6827.794561933535
7671,Whitefield,5,4144.0,5.0,331.0,5,7987.451737451737
7674,Whitefield,3,1200.0,3.0,67.75,3,5645.833333333333
7675,Whitefield,4,2444.0,4.0,145.0,4,5932.896890343699
7676,Whitefield,2,1270.0,2.0,110.0,2,8661.417322834646
7677,Whitefield,3,1660.0,3.0,110.0,3,6626.506024096386
7678,Whitefield,2,1270.0,2.0,105.0,2,8267.71653543307
7680,Whitefield,2,1173.0,2.0,78.2,2,6666.666666666667
7681,Whitefield,2,1362.0,2.0,85.0,2,6240.822320117474
7683,Whitefield,3,1457.0,2.0,105.0,3,7206.588881262869
7684,Whitefield,3,1720.0,3.0,128.0,3,7441.860465116279
7688,Whitefield,3,1564.0,3.0,103.0,3,6585.677749360614
7692,Whitefield,3,1639.0,3.0,107.0,3,6528.370957901159
7693,Whitefield,3,1760.0,3.0,139.0,3,7897.727272727273
7694,Whitefield,1,613.0,1.0,48.0,1,7830.342577487765
7695,Whitefield,3,1730.0,3.0,125.0,3,7225.43352601156
7697,Whitefield,1,877.0,1.0,59.0,1,6727.480045610034
7701,Yelachenahalli,3,1464.0,2.0,105.0,3,7172.131147540984
7702,Yelachenahalli,2,2400.0,1.0,150.0,2,6250.0
7703,Yelachenahalli,3,1700.0,3.0,130.0,3,7647.058823529412
7704,Yelachenahalli,2,1080.0,2.0,55.0,2,5092.592592592592
7705,Yelachenahalli,2,1400.0,2.0,78.0,2,5571.428571428572
7706,Yelachenahalli,3,1330.0,3.0,73.5,3,5526.315789473684
7707,Yelachenahalli,2,800.0,1.0,30.0,2,3750.0
7708,Yelachenahalli,2,1100.0,2.0,60.0,2,5454.545454545455
7709,Yelachenahalli,3,1365.0,2.0,72.0,3,5274.725274725275
7710,Yelachenahalli,2,1103.0,2.0,55.0,2,4986.400725294651
7711,Yelachenahalli,2,1000.0,2.0,50.0,2,5000.0
7713,Yelahanka,2,1326.0,2.0,78.0,2,5882.35294117647
7720,Yelahanka,3,1705.0,3.0,95.0,3,5571.847507331378
7721,Yelahanka,2,1234.0,2.0,80.0,2,6482.982171799027
7722,Yelahanka,2,1315.0,2.0,85.0,2,6463.878326996198
7723,Yelahanka,2,1170.0,2.0,62.5,2,5341.880341880342
7725,Yelahanka,1,697.0,1.0,45.0,1,6456.241032998565
7728,Yelahanka,3,2195.0,4.0,127.0,3,5785.876993166287
7730,Yelahanka,3,1614.0,3.0,95.0,3,5885.9975216852545
7732,Yelahanka,1,628.0,1.0,24.0,1,3821.6560509554142
7735,Yelahanka,1,654.0,1.0,38.4,1,5871.559633027523
7743,Yelahanka,3,1825.0,3.0,105.0,3,5753.424657534247
7744,Yelahanka,3,1603.0,3.0,96.0,3,5988.7710542732375
7745,Yelahanka,2,1304.0,2.0,79.0,2,6058.2822085889575
7751,Yelahanka,3,1517.0,3.0,76.3,3,5029.663810151615
7755,Yelahanka,2,1327.0,2.0,85.0,2,6405.42577241899
7758,Yelahanka,3,1566.0,3.0,97.0,3,6194.125159642401
7760,Yelahanka,2,1270.0,2.0,78.0,2,6141.7322834645665
7761,Yelahanka,3,1400.0,2.0,80.54,3,5752.857142857143
7763,Yelahanka,2,1322.0,2.0,86.0,2,6505.295007564297
7764,Yelahanka,2,1100.0,2.0,70.0,2,6363.636363636364
7765,Yelahanka,2,1200.0,2.0,70.0,2,5833.333333333333
7767,Yelahanka,5,4000.0,5.0,220.0,5,5500.0
7768,Yelahanka,4,2675.0,4.0,140.0,4,5233.644859813084
7770,Yelahanka,1,654.0,1.0,37.0,1,5657.492354740061
7771,Yelahanka,3,1465.0,3.0,80.01,3,5461.433447098977
7775,Yelahanka,3,1692.0,3.0,83.0,3,4905.437352245863
7780,Yelahanka,3,2145.0,3.0,125.0,3,5827.505827505827
7782,Yelahanka,2,1322.0,2.0,75.0,2,5673.2223903177
7785,Yelahanka,1,602.0,1.0,26.0,1,4318.936877076412
7786,Yelahanka,2,1100.0,2.0,60.0,2,5454.545454545455
7787,Yelahanka,3,1614.0,2.0,100.0,3,6195.786864931846
7788,Yelahanka,3,1890.0,3.0,108.0,3,5714.285714285715
7789,Yelahanka,3,1556.0,3.0,86.0,3,5526.9922879177375
7790,Yelahanka,3,1610.0,4.0,85.0,3,5279.503105590062
7796,Yelahanka,3,1859.0,3.0,108.0,3,5809.575040344271
7798,Yelahanka,2,1322.0,2.0,80.0,2,6051.437216338881
7801,Yelahanka,4,2600.0,4.0,175.0,4,6730.7692307692305
7802,Yelahanka,2,1305.0,2.0,78.0,2,5977.0114942528735
7804,Yelahanka,3,1711.0,3.0,85.61,3,5003.506721215664
7805,Yelahanka,2,1315.0,2.0,75.0,2,5703.42205323194
7806,Yelahanka,6,3600.0,6.0,200.0,6,5555.555555555556
7808,Yelahanka,3,1614.0,3.0,95.0,3,5885.9975216852545
7809,Yelahanka,3,1650.0,3.0,105.0,3,6363.636363636364
7814,Yelahanka,4,3990.0,4.0,260.0,4,6516.290726817043
7815,Yelahanka,3,1620.0,3.0,90.0,3,5555.555555555556
7816,Yelahanka,1,654.0,1.0,36.25,1,5542.813455657492
7817,Yelahanka,3,1614.0,3.0,93.0,3,5762.081784386617
7818,Yelahanka,1,694.0,1.0,30.84,1,4443.804034582133
7819,Yelahanka,2,1115.0,2.0,60.0,2,5381.165919282511
7820,Yelahanka,3,2317.0,4.0,140.0,3,6042.296072507553
7821,Yelahanka,3,1653.0,3.0,93.0,3,5626.134301270417
7822,Yelahanka,1,654.0,1.0,38.0,1,5810.397553516819
7824,Yelahanka,2,1445.0,2.0,82.0,2,5674.740484429066
7826,Yelahanka,1,602.0,1.0,38.0,1,6312.292358803987
7827,Yelahanka,1,697.0,1.0,35.0,1,5021.520803443329
7829,Yelahanka,1,682.0,1.0,36.23,1,5312.316715542522
7831,Yelahanka,3,1560.0,2.0,98.0,3,6282.051282051282
7832,Yelahanka,3,1780.0,3.0,107.0,3,6011.23595505618
7833,Yelahanka,3,1342.0,2.0,75.0,3,5588.673621460507
7834,Yelahanka,3,1823.0,3.0,103.0,3,5650.027427317608
7835,Yelahanka,3,1792.0,3.0,104.0,3,5803.571428571428
7836,Yelahanka,2,1304.0,2.0,69.97,2,5365.79754601227
7839,Yelahanka,2,1300.0,2.0,69.23,2,5325.384615384615
7840,Yelahanka,3,1705.0,3.0,91.0,3,5337.243401759531
7842,Yelahanka,3,1835.0,3.0,108.0,3,5885.558583106267
7843,Yelahanka,3,1847.0,3.0,92.0,3,4981.050351922036
7845,Yelahanka,3,1890.0,3.0,109.0,3,5767.195767195767
7846,Yelahanka,1,700.0,1.0,38.0,1,5428.571428571428
7847,Yelahanka,3,1491.0,3.0,85.0,3,5700.871898054997
7848,Yelahanka,4,2088.0,5.0,110.0,4,5268.199233716475
7851,Yelahanka,4,3019.0,6.0,190.0,4,6293.474660483604
7853,Yelahanka,3,1600.0,3.0,100.0,3,6250.0
7857,Yelahanka,3,1705.0,3.0,85.0,3,4985.337243401759
7858,Yelahanka,3,1350.0,2.0,85.0,3,6296.2962962962965
7859,Yelahanka,3,1633.0,3.0,110.0,3,6736.068585425597
7860,Yelahanka,1,827.5,1.0,42.535,1,5140.181268882176
7862,Yelahanka,3,1355.0,2.0,75.0,3,5535.055350553505
7865,Yelahanka,2,1104.0,2.0,58.0,2,5253.623188405797
7867,Yelahanka,2,1175.0,2.0,67.77,2,5767.659574468085
7868,Yelahanka,2,1322.0,2.0,77.9,2,5892.586989409986
7869,Yelahanka,1,602.0,1.0,33.0,1,5481.72757475083
7870,Yelahanka,2,1315.0,2.0,77.0,2,5855.513307984791
7873,Yelahanka,1,567.0,1.0,25.0,1,4409.171075837742
7875,Yelahanka,1,602.0,2.0,30.0,1,4983.388704318937
7877,Yelahanka,2,1234.0,2.0,80.0,2,6482.982171799027
7880,Yelahanka,2,1267.0,3.0,78.0,2,6156.274664561957
7881,Yelahanka,2,1360.0,2.0,78.19,2,5749.264705882353
7883,Yelahanka New Town,1,650.0,1.0,33.0,1,5076.923076923077
7884,Yelahanka New Town,1,500.0,1.0,20.0,1,4000.0
7885,Yelahanka New Town,1,440.0,1.0,16.5,1,3750.0
7886,Yelahanka New Town,3,1610.0,3.0,92.0,3,5714.285714285715
7887,Yelahanka New Town,3,1700.0,3.0,90.0,3,5294.117647058823
7888,Yelahanka New Town,1,650.0,1.0,20.0,1,3076.923076923077
7889,Yelahanka New Town,1,350.0,1.0,13.5,1,3857.1428571428573
7891,Yelahanka New Town,2,1385.0,2.0,65.0,2,4693.140794223827
7892,Yelahanka New Town,1,500.0,2.0,24.0,1,4800.0
7893,Yelahanka New Town,1,650.0,1.0,17.0,1,2615.3846153846152
7894,Yelahanka New Town,1,450.0,1.0,16.0,1,3555.5555555555557
7896,Yelahanka New Town,2,960.0,2.0,50.0,2,5208.333333333333
7898,Yelahanka New Town,3,1209.0,2.0,65.0,3,5376.344086021505
7899,Yelahanka New Town,3,1400.0,2.0,80.0,3,5714.285714285715
7900,Yelahanka New Town,1,450.0,1.0,15.0,1,3333.3333333333335
7901,Yelahanka New Town,1,500.0,1.0,18.0,1,3600.0
7902,Yelahanka New Town,3,1420.0,2.0,75.0,3,5281.69014084507
7904,Yelahanka New Town,2,2200.0,2.0,180.0,2,8181.818181818182
7905,Yelahanka New Town,1,488.0,1.0,20.0,1,4098.360655737705
7906,Yelahanka New Town,2,1100.0,2.0,58.0,2,5272.727272727273
7909,Yelahanka New Town,2,1000.0,2.0,44.0,2,4400.0
7910,Yelahanka New Town,1,650.0,1.0,18.0,1,2769.230769230769
7912,Yelahanka New Town,3,1740.0,3.0,150.0,3,8620.689655172413
7913,Yelahanka New Town,2,1290.0,2.0,70.0,2,5426.356589147287
7915,Yelenahalli,2,1240.0,2.0,47.12,2,3800.0
7916,Yelenahalli,2,1200.0,2.0,46.17,2,3847.5
7918,Yelenahalli,2,1260.0,2.0,47.88,2,3800.0
7920,Yelenahalli,2,1175.0,2.0,50.0,2,4255.31914893617
7921,Yelenahalli,3,1650.0,3.0,68.0,3,4121.212121212121
7922,Yelenahalli,2,1200.0,2.0,45.6,2,3800.0
7923,Yelenahalli,2,1200.0,2.0,46.17,2,3847.5
7924,Yelenahalli,2,1160.0,2.0,44.08,2,3800.0
7926,Yeshwanthpur,3,1693.0,3.0,108.0,3,6379.208505611341
7927,Yeshwanthpur,1,667.0,1.0,36.85,1,5524.737631184408
7928,Yeshwanthpur,4,1950.0,4.0,130.0,4,6666.666666666667
7930,Yeshwanthpur,1,665.0,1.0,36.85,1,5541.353383458647
7934,Yeshwanthpur,1,671.0,1.0,36.85,1,5491.803278688524
7935,Yeshwanthpur,2,1277.5,2.0,95.815,2,7500.1956947162425
7936,Yeshwanthpur,1,668.0,1.0,36.85,1,5516.4670658682635
7937,Yeshwanthpur,2,1185.0,2.0,75.84,2,6400.0
7938,Yeshwanthpur,2,1195.0,2.0,100.0,2,8368.200836820084
7939,Yeshwanthpur,3,1313.0,3.0,96.0,3,7311.500380807312
7940,Yeshwanthpur,2,1400.0,2.0,100.0,2,7142.857142857143
7943,Yeshwanthpur,1,673.0,1.0,36.85,1,5475.482912332838
7944,Yeshwanthpur,2,717.0,2.0,49.475,2,6900.278940027894
7947,Yeshwanthpur,1,605.0,1.0,41.745,1,6899.999999999999
7949,Yeshwanthpur,1,669.0,1.0,36.85,1,5508.221225710015
7951,Yeshwanthpur,3,3027.0,4.0,260.0,3,8589.362405021473
7954,Yeshwanthpur,1,670.0,1.0,36.85,1,5500.0
7957,Yeshwanthpur,2,1240.0,2.0,80.0,2,6451.612903225807
7958,Yeshwanthpur,3,1713.0,3.0,110.0,3,6421.482778750729
7959,Yeshwanthpur,2,1144.0,2.0,67.0,2,5856.643356643357
7960,Yeshwanthpur,2,1541.0,2.0,130.0,2,8436.080467229072
7962,Yeshwanthpur,2,1362.0,2.0,100.0,2,7342.143906020558
7963,Yeshwanthpur,1,666.0,1.0,36.8,1,5525.525525525525
